odd_mandante,odd_empate,odd_visitante,posse_bolaM,posse_bolaV,finalizacoesM,finalizacoesV,chutes_foraM,chutes_foraV,escanteiosM,escanteiosV,impedimentosM,impedimentosV,cartoes_vermelhosM,cartoes_vermelhosV,placar_atual
5.25,3.80,1.66,42,58,2,0,3,4,3,4,0,0,0,0,E
